id,composition,amount,price,half,type,pos
18,111101x,0.2,2.0,False,3,7
18,192004,0.1,2.0,False,5,6
19,111101x,0.1,2.0,False,3,7
19,43119,0.5,2.0,False,2,33
19,52008,0.02,2.0,False,2,34
19,192017,0.02,2.0,False,5,22
20,41101,0.5,2.0,False,2,35
20,21204,0.05,2.0,False,1,36
20,52008,0.02,2.0,False,2,34
20,192017,0.02,2.0,False,5,22
21,121305,0.2,3.0,False,3,37
21,45301,0.5,3.0,False,2,21
21,192017,0.02,3.0,False,5,22
22,45301,1.5,2.0,False,2,21
22,111101x,0.2,2.0,False,3,7
22,192017,0.02,2.0,False,5,22
23,031301x,0.75,1.0,True,4,24
23,192004,0.015,1.0,True,5,6
24,31509,0.5,1.0,True,4,25
24,192004,0.015,1.0,True,5,6
25,51014,0.5,1.0,True,2,26
25,192017,0.01,1.0,True,5,22
26,45331,0.5,1.5,True,2,19
26,72004,0.1,1.5,True,4,27
26,192017,0.01,1.5,True,5,22
27,52004,0.4,1.5,True,2,23
27,045101x,0.75,1.5,True,2,14
27,192004,0.025,1.5,True,5,6
28,045101x,0.75,1.5,True,2,14
28,031301x,0.75,1.5,True,4,24
28,192004,0.025,1.5,True,5,6
29,91112,0.2,2.5,True,3,11
29,21101,0.5,2.5,True,1,18
29,41201,0.25,2.5,True,2,16
29,192004,0.025,2.5,True,5,6
30,031301x,0.75,2.5,True,4,24
30,121239,0.5,2.5,True,3,38
30,192004,0.025,2.5,True,5,6
31,45331,0.5,1.5,True,2,19
31,21204,0.05,1.5,True,1,36
31,192004,0.025,1.5,True,5,6
32,45125,0.5,1.5,True,2,12
32,51019,0.1,1.5,True,2,39
32,192004,0.025,1.5,True,5,6
33,45201,0.5,1.5,True,2,40
33,51014,0.1,1.5,True,2,26
33,192004,0.025,1.5,True,5,6
34,21101,0.4,1.5,True,1,18
34,41201,0.05,1.5,True,2,16
34,43123,0.15,1.5,True,2,41
34,192004,0.025,1.5,True,5,6
35,42206,0.5,1.5,True,2,42
35,21204,0.075,1.5,True,1,36
35,192004,0.025,1.5,True,5,6
36,111101x,0.1,2.0,True,3,7
36,43119,0.5,2.0,True,2,33
36,192004,0.025,2.0,True,5,6
37,111101x,0.1,2.0,True,3,7
37,43208,0.5,2.0,True,2,43
37,192004,0.025,2.0,True,5,6
38,043101x,0.4,2.0,True,2,44
38,21101,0.4,2.0,True,1,18
38,43123,0.05,2.0,True,2,41
38,192004,0.05,2.0,True,5,6
39,42118,0.5,2.5,True,2,45
39,081111x,0.15,2.5,True,3,13
39,192004,0.025,2.5,True,5,6
40,44106,0.5,2.5,True,2,46
40,081111x,0.15,2.5,True,3,13
40,192004,0.025,2.5,True,5,6
41,43123,0.5,2.5,True,2,41
41,081111x,0.15,2.5,True,3,13
41,192004,0.025,2.5,True,5,6
42,51051,0.4,2.5,True,2,47
42,081111x,0.15,2.5,True,3,13
42,192004,0.025,2.5,True,5,6
43,45119,0.4,2.5,True,2,48
43,21204,0.05,2.5,True,1,36
43,081111x,0.15,2.5,True,3,13
43,192004,0.025,2.5,True,5,6
44,031301x,0.75,2.5,True,4,24
44,081111x,0.15,2.5,True,3,13
44,192004,0.025,2.5,True,5,6
45,081111x,0.25,4.0,True,3,13
45,43123,0.05,4.0,True,2,41
45,41201,0.05,4.0,True,2,16
45,192004,0.075,4.0,True,5,6
46,081110x,0.25,4.0,True,3,10
46,43123,0.05,4.0,True,2,41
46,41201,0.05,4.0,True,2,16
46,192004,0.075,4.0,True,5,6
47,81108,0.25,4.0,True,3,49
47,31509,0.25,4.0,True,4,25
47,192004,0.05,4.0,True,5,6
48,81114,0.125,4.0,True,3,50
48,21101,0.125,4.0,True,1,18
48,192004,0.025,4.0,True,5,6
49,91112,0.25,4.0,True,3,11
49,41201,0.05,4.0,True,2,16
49,43208,0.05,4.0,True,2,43
49,72004,0.05,4.0,True,4,27
49,192004,0.05,4.0,True,5,6
50,91303,1.0,7.0,False,3,51
51,82105,0.5,5.0,True,3,60
51,43123,0.05,5.0,True,2,41
51,41201,0.05,5.0,True,2,16
51,192004,0.05,5.0,True,5,6
52,121417,0.5,3.5,True,3,52
53,121242,0.75,3.5,True,3,53
53,192004,0.075,3.5,True,5,6
54,121203,0.5,3.5,True,3,54
54,43123,0.05,3.5,True,2,41
54,41201,0.05,3.5,True,2,16
54,192004,0.05,3.5,True,5,6
55,066201x,1.0,1.0,False,2,55
56,65033,1.0,1.0,False,2,56
57,66104,1.0,1.0,False,2,57
58,061101x,1.0,1.0,False,2,28
59,063101x,1.0,1.0,False,2,30
